NEVO-code,food_group_en,food_name_en,food_group_nl,food_name_nl,remark_nl,synonym_nl,food_group_no,food_name_no,food_group_de,food_name_de,food_group_es,food_name_es,food_group_el,food_name_el,food_group_it,food_name_it,food_group_pl,food_name_pl,food_group_sl,food_name_sl
5473,Savoury snacks,Cocktail snacks based on potatoes ,Hartige snacks en zoutjes,Zoutje luchtig aardappelbasis,"Gebaseerd op Chio Heartbreakers, Pom Baer original en paprika, en Crusticroc Teddy's hit",Zoutje luchtig Heartbreakers/Pom Bar e.d.,Salte snacks,Cocktail-snacks basert på poteter ,Herzhafte Snacks,Cocktail-Häppchen auf Kartoffelbasis ,Aperitivos salados,Aperitivos para cócteles a base de patatas ,Αλμυρά σνακ,Σνακ για κοκτέιλ με βάση τις πατάτες ,Snack salati,Stuzzichini da cocktail a base di patate ,Pikantne przekąski,Przekąski koktajlowe na bazie ziemniaków ,Slani prigrizki,Koktajl prigrizki na osnovi krompirja 
5474,Meat substitutes and dairy substitutes,Drink coconut w sugar fortified w calcium and vitamins,Vleesvervangers en zuivelvervangers,Drink kokos- m suiker verrijkt m calcium en vitamines,"Gebaseerd op AH, Jumbo en Koko Dairy Free",Kokosdrink m suiker verrijkt m calcium en vitamines,Kjøtt- og meieriprodukterstatninger,"Kokosnøttdrikk med sukker, tilsatt kalsium og vitaminer",Fleischersatzprodukte und Milchersatzprodukte,"Kokosnussgetränk mit Zucker, angereichert mit Kalzium und Vitaminen",Sustitutos de la carne y sustitutos de los lácteos,"Bebida de coco con azúcar, enriquecida con calcio y vitaminas",Υποκατάστατα κρέατος και υποκατάστατα γαλακτοκομικών προϊόντων,"Ποτό καρύδας με ζάχαρη, εμπλουτισμένο με ασβέστιο και βιταμίνες",Sostituti della carne e sostituti dei latticini,"Bevanda al cocco con zucchero, arricchita con calcio e vitamine",Substytuty mięsa i substytuty produktów mlecznych,"Napój kokosowy z cukrem, wzbogacony wapniem i witaminami",Nadomestki mesa in mlečnih izdelkov,"Pijača iz kokosa s sladkorjem, obogatena s kalcijem in vitamini"
5475,Meat and poultry,Chicken schnitzel breaded w corn flakes raw,Vlees en gevogelte,Kipschnitzel krokant rauw,"Gebaseerd op 1 De Beste, Albert Heijn, Coop en Jumbo",Kipkrokantschnitzel,Kjøtt og fjærfe,"Kyllingschnitzel panert med cornflakes, rå",Fleisch und Geflügel,"Hähnchenschnitzel, paniert mit Cornflakes, roh",Carne y aves,"Escalope de pollo empanado con copos de maíz, crudo",Κρέας και πουλερικά,Σνίτσελ κοτόπουλου παναρισμένο με κορν φλέικς ωμό,Carne e pollame,"Cotoletta di pollo impanata con corn flakes, cruda",Mięso i drób,"Sznycel z kurczaka panierowany w płatkach kukurydzianych, surowy",Meso in perutnina,"Piščančji šnitzel, paniran s koruznimi kosmiči, surov"
5478,Meat substitutes and dairy substitutes,Sausage luncheon meat vegetarian,Vleesvervangers en zuivelvervangers,Worst boterham- vegetarisch,Gebaseerd op De Vegetarische Slager en Garden Gourmet.,,Kjøtt- og meieriprodukterstatninger,"Pølse, pålegg, vegetarisk",Fleischersatzprodukte und Milchersatzprodukte,"Wurst, Aufschnitt, vegetarisch",Sustitutos de la carne y sustitutos de los lácteos,"Salchicha, fiambre, vegetariano",Υποκατάστατα κρέατος και υποκατάστατα γαλακτοκομικών προϊόντων,"Λουκάνικο, αλλαντικό, χορτοφαγικό",Sostituti della carne e sostituti dei latticini,"Salsiccia, affettato, vegetariano",Substytuty mięsa i substytuty produktów mlecznych,"Kiełbasa, wędlina, wegetariańska",Nadomestki mesa in mlečnih izdelkov,"Klobasa, mesna konzerva, vegetarijanska"
5479,Meat substitutes and dairy substitutes,Pate vegetarian based on soya/pea,Vleesvervangers en zuivelvervangers,Pate/smeerworst vegetarisch obv soja/erwt,"Gebaseerd op Garden Gourmet vegetarische smeerworst, Garden Gourmet vegetarische smeerworst tuinkruiden, Kips kleintje vega smeerworst, Kips vega pate, Kips mediteraanse pate en Unox vegetarische pate leverpastei",,Kjøtt- og meieriprodukterstatninger,Vegetarisk paté basert på soya/erter,Fleischersatzprodukte und Milchersatzprodukte,Vegetarische Pastete auf Soja-/Erbsenbasis,Sustitutos de la carne y sustitutos de los lácteos,Paté vegetariano a base de soja y guisantes,Υποκατάστατα κρέατος και υποκατάστατα γαλακτοκομικών προϊόντων,Χορτοφαγικό πατέ με βάση τη σόγια/τα μπιζέλια,Sostituti della carne e sostituti dei latticini,Paté vegetariano a base di soia/piselli,Substytuty mięsa i substytuty produktów mlecznych,Pasztet wegetariański na bazie soi/grochu,Nadomestki mesa in mlečnih izdelkov,Vegetarijanska pašteta na osnovi soje/graha
5482,Cereal products and types of flour,Wrap/tortilla wheat wholemeal,Graanproducten en meelsoorten,Wrap/tortilla obv tarwe volkoren,"Gebaseerd op AH Tortillia volkoren wraps, Jumbo Tortillia volkoren,  Banderos Tortillia wraps volkoren, La Morena Tortillia volkoren en Santa Maria Tortillia with whole wheat and wheat",,Kornprodukter og meltyper,Hvetebrød/tortilla av fullkornshvete,Getreideprodukte und Mehlsorten,Weizen-Vollkorn-Wrap/Tortilla,Productos de cereales y tipos de harina,Tortilla de trigo integral,Προϊόντα δημητριακών και είδη αλεύρων,Ψωμί ολικής άλεσης/τορτίγια,Prodotti a base di cereali e tipi di farina,Fagottini/tortilla di grano integrale,Produkty zbożowe i rodzaje mąki,Ciasto na tortille z pełnoziarnistej mąki pszennej,Žitni izdelki in vrste moke,Pšenični polnozrnati tortilji
5485,Meat substitutes and dairy substitutes,Pieces/chunks vegetarian based on soya/wheat unprepared,Vleesvervangers en zuivelvervangers,Reepjes/stukjes vegetarisch obv soja/tarwe onbereid,"Gebaseerd op Garden Gourmet gegrilde stukjes, Garden Gourmet Oosterse wokblokjes, Like Meat like chicken bites en Like Meat like kebab",,Kjøtt- og meieriprodukterstatninger,"Biter/klumper, vegetarisk, basert på soya/hvete, ubehandlet",Fleischersatzprodukte und Milchersatzprodukte,"Stücke/Brocken, vegetarisch, auf Soja-/Weizenbasis, unverarbeitet",Sustitutos de la carne y sustitutos de los lácteos,Trozos/piezas vegetarianos a base de soja/trigo sin preparar,Υποκατάστατα κρέατος και υποκατάστατα γαλακτοκομικών προϊόντων,"Κομμάτια/φέτες χορτοφαγικά με βάση τη σόγια/το σιτάρι, ακατέργαστα",Sostituti della carne e sostituti dei latticini,Pezzi/bocconi vegetariani a base di soia/grano non preparati,Substytuty mięsa i substytuty produktów mlecznych,"Kawałki/gruby kawałki potraw wegetariańskich na bazie soi/pszenicy, nieprzetworzone",Nadomestki mesa in mlečnih izdelkov,"Kosi/koščki vegetarijanske hrane na osnovi soje/pšenice, nepredelani"
5489,Fats and oils,Margarine product Becel Romig 60% fat,Vetten en oliën,Margarineproduct Becel Romig 60% vet,,,Fett og oljer,Margarinproduktet Becel Romig 60 % fett,Fette und Öle,Margarineprodukt Becel Romig 60 % Fett,Grasas y aceites,"Margarina Becel Romig, 60 % de grasa",Λίπη και έλαια,Προϊόν μαργαρίνης Becel Romig 60% λιπαρά,Grassi e oli,Margarina Becel Romig 60% di grassi,Tłuszcze i oleje,Margaryna Becel Romig 60% tłuszczu,Maščobe in olja,Margarinski izdelek Becel Romig 60 % maščobe
5490,Fats and oils,Low fat margarine product 20% fat <10g sat salted,Vetten en oliën,Halvarineproduct 20% vet <10g verz vetz gezouten,Gebaseerd op Zeeuws meisje light,,Fett og oljer,"Fettfattig margarinprodukt 20 % fett <10 g mettet fett, saltet",Fette und Öle,"Fettarmes Margarineprodukt, 20 % Fett, <10 g gesättigte Fettsäuren, gesalzen",Grasas y aceites,"Margarina baja en grasa, 20 % de grasa, <10 g de grasas saturadas, salada",Λίπη και έλαια,"Μαργαρίνη χαμηλής περιεκτικότητας σε λιπαρά, 20% λιπαρά, <10 g κορεσμένα λιπαρά, αλατισμένη",Grassi e oli,"Margarina a basso contenuto di grassi, 20% di grassi, <10 g di grassi saturi, salata",Tłuszcze i oleje,"Margaryna o niskiej zawartości tłuszczu, 20% tłuszczu, <10 g tłuszczów nasyconych, solona",Maščobe in olja,"Margarina z nizko vsebnostjo maščob, 20 % maščobe, <10 g nasičenih maščob, soljena"
5491,Cereal products and types of flour,Muesli crunchy w fruit fortified w fibre,Graanproducten en meelsoorten,Muesli krokante m fruit verrijkt m vezel,"Gebaseerd op Quaker cruesl, Albert Heijn krokante muesli, Jumbo crunchy muesli, G'woon krokante muesli",Cruesli e.d./granola m fruit verrijkt m vezel,Kornprodukter og meltyper,"Knusende müsli med frukt, beriket med fiber",Getreideprodukte und Mehlsorten,"Knuspriges Müsli mit Früchten, angereichert mit Ballaststoffen",Productos de cereales y tipos de harina,"Muesli crujiente con fruta, enriquecido con fibra",Προϊόντα δημητριακών και είδη αλεύρων,"Μούσλι τραγανό με φρούτα, εμπλουτισμένο με φυτικές ίνες",Prodotti a base di cereali e tipi di farina,"Muesli croccante con frutta, arricchito con fibre",Produkty zbożowe i rodzaje mąki,"Chrupiące musli z owocami, wzbogacone błonnikiem",Žitni izdelki in vrste moke,"Hrustljavi muesli s sadjem, obogateni z vlakninami"
5493,Vegetables,Asparagus green boiled,Groente,Asperge groene gekookt,,,Grønnsaker,"Grønn asparges, kokt",Gemüse,"Grüner Spargel, gekocht",Verduras,Espárragos verdes hervidos,Λαχανικά,Πράσινα σπαράγγια βρασμένα,Verdure,Asparagi verdi lessati,Warzywa,Szparagi zielone gotowane,Zelenjava,Zelena kuhana šparglja
5494,Nuts and seeds,Nuts mixed w cranberry unsalted,Noten en zaden,Noten gemengd m cranberry ongezouten,,,Nøtter og frø,"Nøtter blandet med tranebær, usaltet",Nüsse und Samen,"Nussmischung mit Cranberrys, ungesalzen",Frutos secos y semillas,Frutos secos mezclados con arándanos rojos sin sal,Ξηροί καρποί και σπόροι,"Μείγμα ξηρών καρπών με κράνμπερι, χωρίς αλάτι",Frutta secca e semi,"Frutta secca mista con mirtilli rossi, non salata",Orzechy i nasiona,"Mieszanka orzechów z żurawiną, niesolona",Oreški in semena,"Mešanica oreškov z brusnicami, nesoljena"
5495,Cereal products and types of flour,Muesli crunchy w nuts fortified w fibre,Graanproducten en meelsoorten,Muesli krokante m noten verrijkt m vezel,"Gebaseerd op Quaker cruesli, Albert Heijn krokante muesli, Jumbo crunchy muesli, G'woon krokante muesli",Cruesli e.d./granola m noten verrijkt m vezel,Kornprodukter og meltyper,"Knusende müsli med nøtter, beriket med fiber",Getreideprodukte und Mehlsorten,"Knuspriges Müsli mit Nüssen, angereichert mit Ballaststoffen",Productos de cereales y tipos de harina,"Muesli crujiente con frutos secos, enriquecido con fibra",Προϊόντα δημητριακών και είδη αλεύρων,"Μούσλι τραγανό με ξηρούς καρπούς, εμπλουτισμένο με φυτικές ίνες",Prodotti a base di cereali e tipi di farina,"Muesli croccante con noci, arricchito con fibre",Produkty zbożowe i rodzaje mąki,"Chrupiące musli z orzechami, wzbogacone błonnikiem",Žitni izdelki in vrste moke,"Hrustljavi muesli z oreščki, obogateni z vlakninami"
5496,Cereal products and types of flour,Muesli crunchy w chocolate fortified w fibre,Graanproducten en meelsoorten,Muesli krokante m chocolade verrijkt m vezel,"Gebaseerd op Quaker cruesli, Albert Heijn krokante muesli, Jumbo crunchy muesli, G'woon krokante muesli",Cruesli e.d./granola m chocolade verrijkt m vezel,Kornprodukter og meltyper,"Knusende müsli med sjokolade, beriket med fiber",Getreideprodukte und Mehlsorten,"Knuspriges Müsli mit Schokolade, angereichert mit Ballaststoffen",Productos de cereales y tipos de harina,"Muesli crujiente con chocolate, enriquecido con fibra",Προϊόντα δημητριακών και είδη αλεύρων,"Μούσλι τραγανό με σοκολάτα, εμπλουτισμένο με φυτικές ίνες",Prodotti a base di cereali e tipi di farina,Muesli croccante al cioccolato arricchito con fibre,Produkty zbożowe i rodzaje mąki,"Chrupiące musli z czekoladą, wzbogacone błonnikiem",Žitni izdelki in vrste moke,"Hrustljavi muesli s čokolado, obogateni z vlakninami"
5497,Fruits,"Coconut grated, dried",Fruit,Kokos geraspt gedroogd,"Gebaseerd op AH Biologisch, Biofood, Plus en Theunisse",,Frukt,"Rivet, tørket kokosnøtt",Obst,"Kokosraspeln, getrocknet",Frutas,"Coco rallado, seco",Φρούτα,"Καρύδα τριμμένη, αποξηραμένη",Frutta,"Cocco grattugiato, essiccato",Owoce,"Kokos starty, suszony",Sadje,"Kokos, nariban, sušen"
5498,Savoury snacks,Seroendeng,Hartige snacks en zoutjes,Seroendeng,,,Salte snacks,Seroendeng,Herzhafte Snacks,Seroendeng,Aperitivos salados,Seroendeng,Αλμυρά σνακ,Seroendeng,Snack salati,Seroendeng,Pikantne przekąski,Seroendeng,Slani prigrizki,Seroendeng
5499,Soups,Stock concentrated w vegetables or meat pot,Soepen,Bouillon geconcentreerd m groente of vlees pot,"Gebaseerd op AH, Jumbo en Maggi. gebaseerd op smaken kip, rund, tomaten en groente",,Supper,Konsentrat med grønnsaker eller kjøttgryte,Suppen,Konzentrierte Brühe mit Gemüse oder Fleisch,Sopas,Caldo concentrado con verduras o guiso de carne,Σούπες,Ζωμός συμπυκνωμένος με λαχανικά ή κρέας,Zuppe,Brodo concentrato con verdure o brodo di carne,Zupy,Bulion zagęszczony z warzywami lub mięsny,Juhe,Koncentrat iz zelenjave ali mesne juhe
5505,Legumes,Pulses average dried,Peulvruchten,Peulvruchten gem gedroogd,,,Belgfrukter,"Bælgfrukter, gjennomsnittlig tørket",Hülsenfrüchte,"Hülsenfrüchte, durchschnittlich, getrocknet",Legumbres,Legumbres secas (promedio),Όσπρια,"Όσπρια, μέσος όρος αποξηραμένων",Legumi,Legumi secchi (media),Rośliny strączkowe,Rośliny strączkowe – średnia dla suszonych,Stročnice,"Stročnice, povprečno sušene"
5507,Pastry and biscuits,Protein bar w peanut,Gebak en koek,Eiwitreep m pinda,"Gebaseerd op 3 merken eiwitrepen met pinda en gezoet met suiker: Liga, Nature Valley en Trek",,Kaker og kjeks,Proteinbar med peanøtter,Gebäck und Kekse,Proteinriegel mit Erdnüssen,Pastelería y galletas,Barrita proteica con cacahuetes,Ζαχαροπλαστική και μπισκότα,Πρωτεϊνική μπάρα με φιστίκια,Pasticceria e biscotti,Barretta proteica con arachidi,Wypieki i ciastka,Batony proteinowe z orzeszkami ziemnymi,Sladice in piškoti,Beljakovinski batonček z arašidi
5508,Pastry and biscuits,Protein bar w chocolate and sweetener,Gebak en koek,Eiwitreep m chocola m zoetstof,Gebaseerd op 2 merken eiwitrepen met zoetstof gezoet en met chocola Barebells en Grenade,,Kaker og kjeks,Proteinbar med sjokolade og søtningsmiddel,Gebäck und Kekse,Proteinriegel mit Schokolade und Süßungsmittel,Pastelería y galletas,Barrita proteica con chocolate y edulcorante,Ζαχαροπλαστική και μπισκότα,Πρωτεϊνική μπάρα με σοκολάτα και γλυκαντικό,Pasticceria e biscotti,Barretta proteica al cioccolato e dolcificante,Wypieki i ciastka,Batony proteinowe z czekoladą i substancją słodzącą,Sladice in piškoti,Beljakovinska ploščica s čokolado in sladilom
5509,Savoury sauces,Wok sauce sweet and sour,Hartige sauzen,Saus wok- zoetzure,"Gebaseerd op Albert Heijn, Go-Tan, Jumbo en Plus",Woksaus zoetzure,Salte sauser,Søt-sur woksaus,Herzhafte Soßen,Süß-saure Wok-Soße,Salsas saladas,Salsa agridulce para wok,Αλμυρές σάλτσες,Σάλτσα γουόκ γλυκόξινη,Salse salate,Salsa agrodolce per wok,Sosy pikantne,Sos do woka na słodko-kwaśno,Slanih omak,Sladko-kisla omaka za wok
5510,Pastry and biscuits,Cake Dutch spiced Ontbijtkoek fortified w fibre,Gebak en koek,Koek ontbijt- verrijkt m vezel,"Gebaseerd op 1 de Beste, G'woon en Plus",Ontbijtkoek verrijkt m vezel,Kaker og kjeks,"Kake, nederlandsk krydret Ontbijtkoek, beriket med fiber",Gebäck und Kekse,"Kuchen „Ontbijtkoek“ nach holländischer Art, mit Ballaststoffen angereichert",Pastelería y galletas,Pastel holandés especiado Ontbijtkoek enriquecido con fibra,Ζαχαροπλαστική και μπισκότα,Κέικ ολλανδικό με μπαχαρικά Ontbijtkoek εμπλουτισμένο με φυτικές ίνες,Pasticceria e biscotti,Torta olandese speziata Ontbijtkoek arricchita con fibre,Wypieki i ciastka,Ciasto holenderskie z przyprawami Ontbijtkoek wzbogacone błonnikiem,Sladice in piškoti,"Nizozemski začinjeni Ontbijtkoek, obogaten z vlakninami"
5511,Pastry and biscuits,Cereal bar Sultana Good Morning,Gebak en koek,Graanreep Sultana Good Morning,Gebaseerd op smaken naturel en cranberry,,Kaker og kjeks,Kornbar Sultana Good Morning,Gebäck und Kekse,Müsliriegel „Sultana Good Morning“,Pastelería y galletas,Barrita de cereales Sultana Good Morning,Ζαχαροπλαστική και μπισκότα,Μπάρα δημητριακών Sultana Good Morning,Pasticceria e biscotti,Barretta ai cereali Sultana Good Morning,Wypieki i ciastka,Batonik zbożowy Sultana Good Morning,Sladice in piškoti,Žitna ploščica Sultana Good Morning
5512,Pastry and biscuits,Muesli bar fortified w fibre,Gebak en koek,Mueslireep verrijkt m vezel,Gebaseerd op Bolletje havermoutreep en Bolletje krokante graanreep,Granenreep/havermoutreep verrijkt m vezel,Kaker og kjeks,Müsli-bar beriket med fiber,Gebäck und Kekse,"Müsliriegel, mit Ballaststoffen angereichert",Pastelería y galletas,Barrita de muesli enriquecida con fibra,Ζαχαροπλαστική και μπισκότα,Μπάρα μούσλι εμπλουτισμένη με φυτικές ίνες,Pasticceria e biscotti,Barretta di muesli arricchita con fibre,Wypieki i ciastka,Batonik musli wzbogacony błonnikiem,Sladice in piškoti,"Müsli palica, obogatena z vlakninami"
